#Distance(Å)	RDF_tot
2.285000000000000142e+00	9.359719246114993341e-02
2.294999999999999929e+00	6.807683837990033404e-02
2.305000000000000160e+00	4.900112123096638655e-02
2.314999999999999947e+00	3.504297539010915730e-02
2.324999999999999734e+00	2.531199638784287220e-02
2.334999999999999964e+00	1.875817506317076222e-02
2.344999999999999751e+00	1.527592725469300097e-02
2.354999999999999982e+00	1.401536389555725973e-02
2.364999999999999769e+00	1.488850557972585913e-02
2.375000000000000000e+00	1.786379451069039503e-02
2.384999999999999787e+00	2.307004764313353232e-02
2.395000000000000018e+00	3.097542887207000925e-02
2.404999999999999805e+00	4.162852435656157896e-02
2.415000000000000036e+00	5.590268714503157654e-02
2.424999999999999822e+00	7.408563944727097894e-02
2.435000000000000053e+00	9.731906439105320050e-02
2.444999999999999840e+00	1.260307153904610400e-01
2.455000000000000071e+00	1.609508615762514083e-01
2.464999999999999858e+00	2.027557093637990526e-01
2.475000000000000089e+00	2.520222046780420944e-01
2.484999999999999876e+00	3.091789012252653679e-01
2.495000000000000107e+00	3.744549752445213153e-01
2.504999999999999893e+00	4.480100514436886616e-01
2.515000000000000124e+00	5.294696004059429306e-01
2.524999999999999911e+00	6.180772870365890403e-01
2.535000000000000142e+00	7.129839871599282786e-01
2.544999999999999929e+00	8.130593026896898445e-01
2.555000000000000160e+00	9.164278682421629352e-01
2.564999999999999947e+00	1.021440846464921837e+00
2.574999999999999734e+00	1.125889870670281789e+00
2.584999999999999964e+00	1.227386657682381532e+00
2.594999999999999751e+00	1.323788286268537284e+00
2.604999999999999982e+00	1.413004260895197151e+00
2.614999999999999769e+00	1.493258637221793084e+00
2.625000000000000000e+00	1.563253802902043521e+00
2.634999999999999787e+00	1.622319745663333368e+00
2.645000000000000018e+00	1.670530903657811761e+00
2.654999999999999805e+00	1.708853787904581312e+00
2.665000000000000036e+00	1.739039771116481337e+00
2.674999999999999822e+00	1.763368000299742500e+00
2.685000000000000053e+00	1.784982771849259464e+00
2.694999999999999840e+00	1.807454999935255380e+00
2.705000000000000071e+00	1.834142242664125177e+00
2.714999999999999858e+00	1.868291268009423689e+00
2.725000000000000089e+00	1.912643515440625608e+00
2.734999999999999876e+00	1.969025634386936119e+00
2.745000000000000107e+00	2.038159631113757086e+00
2.754999999999999893e+00	2.119521323013943359e+00
2.765000000000000124e+00	2.211389788364717113e+00
2.774999999999999911e+00	2.310771428464285293e+00
2.785000000000000142e+00	2.413699458160711409e+00
2.794999999999999929e+00	2.515687230014873599e+00
2.805000000000000160e+00	2.611970086073911901e+00
2.814999999999999947e+00	2.697966920745711761e+00
2.824999999999999734e+00	2.769678773631100821e+00
2.834999999999999964e+00	2.824095328866397026e+00
2.844999999999999751e+00	2.859188788278695714e+00
2.854999999999999982e+00	2.874334063378890747e+00
2.864999999999999769e+00	2.870094702483776850e+00
2.875000000000000000e+00	2.848046528614331496e+00
2.884999999999999787e+00	2.810796202872788641e+00
2.895000000000000018e+00	2.761187853128298286e+00
2.904999999999999805e+00	2.702312168174902496e+00
2.915000000000000036e+00	2.637071807896372189e+00
2.924999999999999822e+00	2.567914302156938611e+00
2.935000000000000053e+00	2.496593037329015718e+00
2.944999999999999840e+00	2.424354897091920868e+00
2.955000000000000071e+00	2.351399218007564240e+00
2.964999999999999858e+00	2.277850358351834359e+00
2.975000000000000089e+00	2.202944933369167302e+00
2.984999999999999876e+00	2.125903605828963094e+00
2.995000000000000107e+00	2.045991392320690938e+00
3.004999999999999893e+00	1.962356011995050054e+00
3.015000000000000124e+00	1.874935041506888611e+00
3.024999999999999911e+00	1.783505264371787913e+00
3.035000000000000142e+00	1.688378987380086294e+00
3.044999999999999929e+00	1.590174449475799889e+00
3.055000000000000160e+00	1.489749546942190639e+00
3.064999999999999947e+00	1.388120079779388893e+00
3.075000000000000178e+00	1.286377729212250909e+00
3.084999999999999964e+00	1.185619435542161648e+00
3.094999999999999751e+00	1.086895011723724158e+00
3.104999999999999982e+00	9.911747946398745679e-01
3.114999999999999769e+00	8.992300607426353398e-01
3.125000000000000000e+00	8.120508124069348854e-01
3.134999999999999787e+00	7.303271514557432287e-01
3.145000000000000018e+00	6.545366591066229534e-01
3.154999999999999805e+00	5.851004324614235141e-01
3.165000000000000036e+00	5.226832162238522761e-01
3.174999999999999822e+00	4.673175669420877032e-01
3.185000000000000053e+00	4.193108346421129395e-01
3.194999999999999840e+00	3.787429239301773887e-01
3.205000000000000071e+00	3.452808997229147581e-01
3.214999999999999858e+00	3.185721689399555467e-01
3.225000000000000089e+00	2.980830338506601507e-01
3.234999999999999876e+00	2.832363418443840097e-01
3.245000000000000107e+00	2.730737830681227440e-01
3.254999999999999893e+00	2.667990453051700683e-01
3.265000000000000124e+00	2.634958089198042308e-01
3.274999999999999911e+00	2.623670050536842657e-01
3.285000000000000142e+00	2.628498817018301570e-01
3.294999999999999929e+00	2.642261092738449890e-01
3.305000000000000160e+00	2.660095008244348636e-01
3.314999999999999947e+00	2.681540463554359377e-01
3.325000000000000178e+00	2.705595440658441486e-01
3.334999999999999964e+00	2.732299885154391150e-01
3.344999999999999751e+00	2.763407412973969968e-01
3.354999999999999982e+00	2.801193043398877425e-01
3.364999999999999769e+00	2.848041925249148454e-01
3.375000000000000000e+00	2.905641660617555022e-01
3.384999999999999787e+00	2.976715430806266549e-01
3.395000000000000018e+00	3.061736813674807989e-01
3.404999999999999805e+00	3.160324050489118353e-01
3.415000000000000036e+00	3.271578977116454956e-01
3.424999999999999822e+00	3.393638497732084924e-01
3.435000000000000053e+00	3.523700147312616160e-01
3.444999999999999840e+00	3.657651941394703954e-01
3.455000000000000071e+00	3.792512970745662848e-01
3.464999999999999858e+00	3.921766151779641496e-01
3.475000000000000089e+00	4.040140523986311960e-01
3.484999999999999876e+00	4.141889747481690698e-01
3.495000000000000107e+00	4.221463968279005607e-01
3.504999999999999893e+00	4.273957423763056207e-01
3.515000000000000124e+00	4.295586107845932311e-01
3.524999999999999911e+00	4.284139695962145278e-01
3.535000000000000142e+00	4.239342365796109346e-01
3.544999999999999929e+00	4.163059079849749100e-01
3.555000000000000160e+00	4.059298229112008327e-01
3.564999999999999947e+00	3.934461081282040196e-01
3.575000000000000178e+00	3.795797303699903202e-01
3.584999999999999964e+00	3.651283362257471410e-01
3.594999999999999751e+00	3.510662678807943138e-01
3.604999999999999982e+00	3.381217489237702267e-01
3.614999999999999769e+00	3.270041004559525732e-01
3.625000000000000000e+00	3.182338454554316520e-01
3.634999999999999787e+00	3.122386051935267526e-01
3.645000000000000018e+00	3.090367913752808393e-01
3.654999999999999805e+00	3.086592520879911650e-01
3.665000000000000036e+00	3.109594444320272766e-01
3.674999999999999822e+00	3.157283409855529133e-01
3.685000000000000053e+00	3.227637642152143549e-01
3.694999999999999840e+00	3.319383712131585562e-01
3.705000000000000071e+00	3.434340352374997685e-01
3.714999999999999858e+00	3.571956244092713284e-01
3.725000000000000089e+00	3.738027300562226651e-01
3.734999999999999876e+00	3.936781925728735088e-01
3.745000000000000107e+00	4.177303552572593226e-01
3.754999999999999893e+00	4.466555284787155911e-01
3.765000000000000124e+00	4.812900379237774473e-01
3.774999999999999911e+00	5.223373634499365314e-01
3.785000000000000142e+00	5.702890908871419695e-01
3.794999999999999929e+00	6.253291993835045082e-01
3.805000000000000160e+00	6.872589181231787414e-01
3.814999999999999947e+00	7.554527742838562654e-01
3.825000000000000178e+00	8.288534372117306592e-01
3.834999999999999964e+00	9.060085516094699143e-01
3.844999999999999751e+00	9.851639845033923759e-01
3.854999999999999982e+00	1.064391756092052166e+00
3.864999999999999769e+00	1.141585913582278788e+00
3.875000000000000000e+00	1.214761882241866431e+00
3.884999999999999787e+00	1.282115188085491075e+00
3.895000000000000018e+00	1.342119007441220147e+00
3.904999999999999805e+00	1.393825147105661300e+00
3.915000000000000036e+00	1.436086446908887870e+00
3.924999999999999822e+00	1.468584160498225266e+00
3.935000000000000053e+00	1.491162214494249127e+00
3.944999999999999840e+00	1.503904670898035922e+00
3.955000000000000071e+00	1.507072560637907177e+00
3.964999999999999858e+00	1.501132202246662439e+00
3.975000000000000089e+00	1.486471350330652363e+00
3.984999999999999876e+00	1.463740892008086547e+00
3.995000000000000107e+00	1.433652527223865825e+00
4.004999999999999893e+00	1.397203158542186019e+00
4.014999999999999680e+00	1.355570682347679412e+00
4.025000000000000355e+00	1.310066976685947182e+00
4.035000000000000142e+00	1.262420005460120453e+00
4.044999999999999929e+00	1.214616784133056626e+00
4.054999999999999716e+00	1.168619206692159684e+00
4.065000000000000391e+00	1.126616406706702378e+00
4.075000000000000178e+00	1.090566738370883693e+00
4.084999999999999964e+00	1.062260975572853816e+00
4.094999999999999751e+00	1.042902214110307924e+00
4.104999999999999538e+00	1.033296471888711210e+00
4.115000000000000213e+00	1.033584866494299259e+00
4.125000000000000000e+00	1.043264699570505716e+00
4.134999999999999787e+00	1.061264487204844453e+00
4.144999999999999574e+00	1.085921408870687888e+00
4.155000000000000249e+00	1.115282665614545143e+00
4.165000000000000036e+00	1.147189284603406412e+00
4.174999999999999822e+00	1.179457979837604809e+00
4.184999999999999609e+00	1.210155189161866929e+00
4.195000000000000284e+00	1.237662982937165257e+00
4.205000000000000071e+00	1.260682823852468548e+00
4.214999999999999858e+00	1.278582074371592769e+00
4.224999999999999645e+00	1.291207375230685628e+00
4.235000000000000320e+00	1.298683139901777972e+00
4.245000000000000107e+00	1.301390062776563994e+00
4.254999999999999893e+00	1.300185567933501707e+00
4.264999999999999680e+00	1.295707029370700925e+00
4.275000000000000355e+00	1.288584196921942038e+00
4.285000000000000142e+00	1.279311502346369700e+00
4.294999999999999929e+00	1.267961613646317875e+00
4.304999999999999716e+00	1.254463657583597680e+00
4.315000000000000391e+00	1.238360488600958931e+00
4.325000000000000178e+00	1.219378909828046975e+00
4.334999999999999964e+00	1.196717347301029966e+00
4.344999999999999751e+00	1.170044630257505380e+00
4.355000000000000426e+00	1.138885032069854475e+00
4.365000000000000213e+00	1.103319801071564576e+00
4.375000000000000000e+00	1.063464161832284649e+00
4.384999999999999787e+00	1.020076186570435972e+00
4.394999999999999574e+00	9.742017721098319427e-01
4.405000000000000249e+00	9.272584558535709176e-01
4.415000000000000036e+00	8.807331487938196979e-01
4.424999999999999822e+00	8.363480815084602948e-01
4.434999999999999609e+00	7.957748061871230405e-01
4.445000000000000284e+00	7.605551479327439246e-01
4.455000000000000071e+00	7.319538949122404992e-01
4.464999999999999858e+00	7.110980178904222626e-01
4.474999999999999645e+00	6.985761307280347054e-01
4.485000000000000320e+00	6.947634888778582152e-01
4.495000000000000107e+00	6.995513122119536575e-01
4.504999999999999893e+00	7.126530588767113761e-01
4.514999999999999680e+00	7.333532041582804251e-01
4.525000000000000355e+00	7.612118494892455844e-01
4.535000000000000142e+00	7.950625623543914333e-01
4.544999999999999929e+00	8.338410235158535411e-01
4.554999999999999716e+00	8.763619158517967911e-01
4.565000000000000391e+00	9.213842499219568882e-01
4.575000000000000178e+00	9.673673983837430823e-01
4.584999999999999964e+00	1.012994618940207925e+00
4.594999999999999751e+00	1.056558249792886484e+00
4.605000000000000426e+00	1.096409919729563587e+00
4.615000000000000213e+00	1.130851908900494918e+00
4.625000000000000000e+00	1.158373735334701893e+00
4.634999999999999787e+00	1.177639490307349712e+00
4.644999999999999574e+00	1.187555960892269447e+00
4.655000000000000249e+00	1.187552375569048912e+00
4.665000000000000036e+00	1.177464810328199940e+00
4.674999999999999822e+00	1.157657962547529173e+00
4.684999999999999609e+00	1.129214403449985582e+00
4.695000000000000284e+00	1.093667308297872953e+00
4.705000000000000071e+00	1.053024666881883675e+00
4.714999999999999858e+00	1.009651197744631412e+00
4.724999999999999645e+00	9.661553559913531597e-01
4.735000000000000320e+00	9.252116306111819455e-01
4.745000000000000107e+00	8.893831473448440272e-01
4.754999999999999893e+00	8.611778865339190236e-01
4.764999999999999680e+00	8.423955267483450582e-01
4.775000000000000355e+00	8.346259301352012550e-01
4.785000000000000142e+00	8.388534132121869824e-01
4.794999999999999929e+00	8.554771773217627606e-01
4.804999999999999716e+00	8.842966150534878889e-01
4.815000000000000391e+00	9.245246550694827814e-01
4.825000000000000178e+00	9.748273145075408985e-01
4.834999999999999964e+00	1.033420967941917068e+00
4.844999999999999751e+00	1.098055338899684763e+00
4.855000000000000426e+00	1.166289728629343658e+00
4.865000000000000213e+00	1.235432002282918829e+00
4.875000000000000000e+00	1.302814626923543440e+00
4.884999999999999787e+00	1.365724584864093760e+00
4.894999999999999574e+00	1.421767006188067839e+00
4.905000000000000249e+00	1.469068370688760838e+00
4.915000000000000036e+00	1.505777686177554253e+00
4.924999999999999822e+00	1.530841426480683332e+00
4.934999999999999609e+00	1.543674850228935691e+00
4.945000000000000284e+00	1.544254197107206128e+00
4.955000000000000071e+00	1.532964146568522201e+00
4.964999999999999858e+00	1.510905028806788231e+00
4.974999999999999645e+00	1.479468003790998853e+00
4.985000000000000320e+00	1.440569730418336913e+00
4.995000000000000107e+00	1.396147359551372480e+00
5.004999999999999893e+00	1.348428744645772781e+00
5.014999999999999680e+00	1.299666131404267455e+00
5.025000000000000355e+00	1.252252821642455105e+00
5.035000000000000142e+00	1.208184485305324296e+00
5.044999999999999929e+00	1.169474162479430923e+00
5.054999999999999716e+00	1.137631353562131409e+00
5.065000000000000391e+00	1.113942606298733651e+00
5.075000000000000178e+00	1.099219960298567944e+00
5.084999999999999964e+00	1.093799351322726654e+00
5.094999999999999751e+00	1.097478474042119512e+00
5.105000000000000426e+00	1.109672814678797081e+00
5.115000000000000213e+00	1.129169614948927425e+00
5.125000000000000000e+00	1.154432922956216689e+00
5.134999999999999787e+00	1.183462431932595038e+00
5.144999999999999574e+00	1.214109596572755301e+00
5.155000000000000249e+00	1.244129105162216753e+00
5.165000000000000036e+00	1.271189700677995749e+00
5.174999999999999822e+00	1.293189610329958272e+00
5.184999999999999609e+00	1.308422091613632210e+00
5.195000000000000284e+00	1.315421221912213667e+00
5.205000000000000071e+00	1.313360355915235589e+00
5.214999999999999858e+00	1.301940910294490550e+00
5.224999999999999645e+00	1.281328763545070526e+00
5.235000000000000320e+00	1.252160953947354383e+00
5.245000000000000107e+00	1.215632950575396443e+00
5.254999999999999893e+00	1.173105649314666765e+00
5.264999999999999680e+00	1.126108777941902339e+00
5.275000000000000355e+00	1.076482705967499953e+00
5.285000000000000142e+00	1.025667066930244120e+00
5.294999999999999929e+00	9.751810152964284217e-01
5.304999999999999716e+00	9.261170016066612165e-01
5.315000000000000391e+00	8.795382660342384584e-01
5.325000000000000178e+00	8.360764601473748003e-01
5.334999999999999964e+00	7.961703724047604069e-01
5.344999999999999751e+00	7.599787036005510865e-01
5.355000000000000426e+00	7.275622410213404834e-01
5.365000000000000213e+00	6.988327174198613045e-01
5.375000000000000000e+00	6.737135704472110298e-01
5.384999999999999787e+00	6.519360141900250039e-01
5.394999999999999574e+00	6.332934362719936372e-01
5.405000000000000249e+00	6.176340733046560283e-01
5.415000000000000036e+00	6.049230289369437186e-01
5.424999999999999822e+00	5.949796314366677663e-01
5.434999999999999609e+00	5.878613381761693679e-01
5.445000000000000284e+00	5.836099341130434048e-01
5.455000000000000071e+00	5.824621555873013001e-01
5.464999999999999858e+00	5.845945873688883632e-01
5.474999999999999645e+00	5.901244326312586885e-01
5.485000000000000320e+00	5.993931415853932521e-01
5.495000000000000107e+00	6.125766775317380564e-01
5.504999999999999893e+00	6.298424617624058808e-01
5.514999999999999680e+00	6.511982288579576394e-01
5.525000000000000355e+00	6.766786232423736003e-01
5.535000000000000142e+00	7.060641114090907555e-01
5.544999999999999929e+00	7.390044987891226658e-01
5.554999999999999716e+00	7.750675335169892044e-01
5.565000000000000391e+00	8.138596119532854889e-01
5.575000000000000178e+00	8.545212201152567744e-01
5.584999999999999964e+00	8.964719492094537223e-01
5.594999999999999751e+00	9.390756624638676442e-01
5.605000000000000426e+00	9.817596326674218332e-01
5.615000000000000213e+00	1.024054784577021593e+00
5.625000000000000000e+00	1.065624129119785879e+00
5.634999999999999787e+00	1.106266726480637841e+00
5.644999999999999574e+00	1.145995092881356703e+00
5.655000000000000249e+00	1.184773310373757438e+00
5.665000000000000036e+00	1.222871452990216712e+00
5.674999999999999822e+00	1.260441030739842372e+00
5.684999999999999609e+00	1.297583032017251448e+00
5.695000000000000284e+00	1.334385369513417796e+00
5.705000000000000071e+00	1.370784021837695210e+00
5.714999999999999858e+00	1.406475535006465272e+00
5.724999999999999645e+00	1.440973646817619747e+00
5.735000000000000320e+00	1.473561851762568597e+00
5.745000000000000107e+00	1.503315818265609671e+00
5.754999999999999893e+00	1.529103556036780054e+00
5.764999999999999680e+00	1.549718423062550698e+00
5.775000000000000355e+00	1.563929223745992303e+00
5.785000000000000142e+00	1.570533257110493297e+00
5.794999999999999929e+00	1.568511775611404202e+00
5.804999999999999716e+00	1.557134928966730003e+00
5.815000000000000391e+00	1.535914568638494737e+00
